ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"50.63.26.13","elite","AS398101","US","GoDaddy.com, LLC","140","GoDaddy.com, LLC","53887","socks4","5091","1","2023-07-07T10:07:12.626Z","100","2726","2728"
"139.255.41.122","elite","AS9905","ID","PT. LINKNET","177","N/A","2135","socks5","4997","1","2023-07-07T10:07:12.625Z","96","2604","2723"
"198.44.206.1","elite","AS55077","US","Light Speed Technologies LLC","100","Light Speed Technologies LLC","1337","socks4","4995","1","2023-07-07T10:07:12.623Z","100","2754","2755"
"203.112.134.74","elite","AS140641","IN","Yotta Network Services Private Limited","109","Yotta Network Services Private Limited","5678","socks4","5096","1","2023-07-07T10:07:12.626Z","100","2772","2775"
"104.19.5.247","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5008","87","2023-07-07T10:07:11.638Z","100","2730","2730"
"176.105.199.153","anonymous","AS24812","UA","NPK Home-Net Ltd","57","NPK Home-Net Ltd","8010","http","5000","1","2023-07-07T10:07:11.649Z","89","2364","2658"
"173.212.206.86","elite","AS51167","DE","Contabo GmbH","97","Contabo GmbH","55405","socks5","4810","1","2023-07-07T10:07:11.744Z","100","2641","2646"
"181.205.89.54","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","197","Colombia Móvil","5678","socks4","5195","1","2023-07-07T10:07:11.636Z","100","2725","2732"
"95.78.119.94","elite","AS42116","RU","CJSC \"ER-Telecom Holding\" Naberezhnye Chelny branch","74","JSC \"ER-Telecom Holding\" Naberezhnye Chelny branch","1080","socks5","5003","1","2023-07-07T10:07:09.807Z","99","2752","2767"
"185.202.7.161","elite","AS42871","AT","Michael Gamsjaeger Network","57","N/A","1455","socks4","4806","1","2023-07-07T10:07:09.807Z","63","1710","2704"
"61.7.138.52","elite","AS131090","TH","CAT Telecom Public Company Limited","182","National Telecom Public Company Limited","5678","socks4","4898","1","2023-07-07T10:07:09.803Z","80","2226","2768"
"188.114.99.171","elite","AS13335","NL","CLOUDFLARENET-EU","2","CloudFlare, Inc.","80","socks4","4704","1","2023-07-07T10:07:09.445Z","100","2769","2770"
"149.202.172.226","elite","AS16276","FR","OVH SAS","7","OVH","8080","socks4","5001","1","2023-07-07T10:07:09.544Z","100","2709","2709"
"80.240.20.183","elite","AS20473","DE","The Constant Company","11","Vultr Holdings LLC Frankfurt","30002","socks4","4702","1","2023-07-07T10:07:09.806Z","100","2704","2706"
"159.89.173.98","elite","AS14061","IN","DigitalOcean, LLC","141","DigitalOcean, LLC","60301","socks5","4793","2","2023-07-07T10:07:09.452Z","86","2350","2734"
"116.212.142.231","elite","AS38235","KH","Angkor Data Communication","194","Mekongnet","33427","socks5","4891","1","2023-07-07T10:07:09.448Z","98","2705","2772"
"183.88.192.215","elite","AS45629","TH","Triple T Broadband Public Company Limited","194","Triple T Broadband Public Company Limited","8080","socks4","4711","1","2023-07-07T10:07:09.446Z","99","2692","2707"
"185.169.181.12","elite","AS34984","TR","Ates Dc","98","Ibrahim MALA trading as Ates Dc","4145","socks4","4685","1","2023-07-07T10:07:09.546Z","100","2758","2761"
"74.95.1.114","elite","AS33651","US","Comcast Cable Communications","197","Budget INN SAN Leandro","33108","socks4","4907","78","2023-07-07T10:07:09.805Z","98","2718","2774"
"202.159.35.73","elite","AS9340","ID","PT IndoInternet","181","N/A","443","socks4","4094","1","2023-07-07T10:07:07.042Z","100","2705","2711"
"161.97.181.31","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","43231","socks5","4297","1","2023-07-07T10:07:07.107Z","94","2537","2710"
"172.67.254.127","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4170","1","2023-07-07T10:07:07.038Z","100","2679","2679"
"85.92.164.179","elite","AS199335","GB","Talk Straight Ltd.","11","N/A","4145","socks4","4997","1","2023-07-07T10:07:07.046Z","100","2653","2653"
"45.7.210.196","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","297","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","4295","1","2023-07-07T10:07:07.036Z","99","2744","2773"
"45.70.204.233","elite","AS267586","BR","Rafael Pierre Barbosa - Me","195","Rafael Pierre Barbosa - Me","4145","socks4","4592","1","2023-07-07T10:07:07.033Z","100","2709","2714"
"221.215.124.214","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","192","N/A","10080","socks5","4604","1","2023-07-07T10:07:07.045Z","70","1927","2768"
"177.85.205.137","elite","AS52554","BR","S. A. da Silva Junior","185","S. A. da Silva Junior","3629","socks4","4814","1","2023-07-07T10:07:07.039Z","100","2759","2760"
"103.82.20.108","elite","AS135905","VN","INETACADEMY","300","Inet academy joint stock company","51980","socks5","4790","1","2023-07-07T10:07:07.109Z","99","2683","2715"
"160.153.254.240","elite","AS21501","NL","Host Europe GmbH","15","GoDaddy.com, LLC","53728","socks5","2402","1","2023-07-07T10:07:07.140Z","100","2701","2706"
"218.91.50.234","elite","AS4134","CN","Chinanet","254","Chinanet JS","1080","socks5","5096","1","2023-07-07T10:07:05.506Z","78","2113","2724"
"38.127.179.125","elite","AS174","US","Cogent Communications","81","Torlandia Trading SRL","46656","socks5","4803","1","2023-07-07T10:07:05.528Z","100","2694","2698"
"185.189.14.93","elite","AS50113","RU","NTX Technologies s.r.o.","54","First Server Limited","1195","socks5","4805","1","2023-07-07T10:07:05.531Z","100","2739","2752"
"103.76.15.202","elite","AS131111","ID","PT. Mora Telematika Indonesia","188","N/A","5678","socks4","4998","1","2023-07-07T10:07:05.508Z","97","2688","2772"
"5.130.89.32","elite","AS31200","RU","Novotelecom Ltd.","102","Novotelecom ltd.","1080","socks5","4703","1","2023-07-07T10:07:05.507Z","99","2671","2711"
"163.172.84.25","elite","AS12876","FR","Online S.A.S.","1","ONLINE","9741","socks4","5205","1","2023-07-07T10:07:03.520Z","100","2742","2742"
"180.183.224.240","elite","AS45629","TH","Triple T Broadband Public Company Limited","191","Triple T Broadband Public Company Limited","4153","socks4","4414","1","2023-07-07T10:07:03.445Z","94","2512","2671"
"51.77.116.174","elite","AS16276","GB","OVH SAS","9","OVH Ltd","28046","socks5","5092","1","2023-07-07T10:07:03.540Z","100","2715","2716"
"43.153.174.106","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","292","Tencent Cloud Computing","443","socks4","5013","1","2023-07-07T10:07:03.442Z","95","2582","2727"
"191.6.133.22","elite","AS263305","BR","NET.COM TELECOMUNICACOES EIRELI","196","RCS TELECOMUNICACOES LTDA","4145","socks4","5000","1","2023-07-07T10:07:03.521Z","96","2673","2774"
"143.255.178.129","elite","AS264641","CL","LanProject SPA","198","LanProject SPA","4153","socks4","4908","1","2023-07-07T10:07:03.443Z","100","2764","2776"
"212.69.12.53","elite","AS52116","RS","Orion Telekom Tim d.o.o.Beograd","33","Orion Telekom Tim d.o.o.Beograd","1080","socks4","4489","1","2023-07-07T10:07:03.521Z","100","2720","2723"
"89.237.34.17","elite","AS20485","RU","multi-origin SUTTK","96","N/A","51549","socks4","4894","1","2023-07-07T10:07:03.444Z","99","2756","2773"
"45.32.3.90","elite","AS20473","US","The Constant Company","86","Knoxville Internet","8888","socks5","4907","1","2023-07-07T10:07:03.446Z","100","2697","2697"
"181.88.73.182","elite","AS7303","AR","Telecom Argentina S.A","297","Telecom Acceso","5678","socks4","5295","1","2023-07-07T10:07:01.335Z","100","2751","2761"
"178.44.113.205","elite","AS12389","RU","JSC VolgaTelecom","83","OJSC Volgatelecom in the Kirov region","53281","socks5","4890","2","2023-07-07T10:07:01.434Z","100","2661","2669"
"94.191.67.125","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","258","Tencent Cloud Computing (Beijing) Co., Ltd","1080","socks4","4408","2","2023-07-07T10:07:01.517Z","78","2156","2761"
"61.7.183.101","elite","AS131090","TH","CAT Telecom Public Company Limited","187","National Telecom Public Company Limited","4145","socks4","5098","82","2023-07-07T10:07:01.515Z","90","2412","2690"
"128.65.182.103","elite","AS43754","IR","Asiatech Data Transmission company","289","Asiatech Data Transmission Co.","5678","socks4","4611","1","2023-07-07T10:07:01.334Z","98","2713","2767"
"88.255.217.49","elite","AS9121","TR","TurkTelekom","76","N/A","10820","socks4","5011","1","2023-07-07T10:07:01.352Z","44","1175","2653"
"149.20.253.100","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4691","1","2023-07-07T10:07:01.515Z","100","2755","2757"
"8.210.206.107","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","257","Alibaba.com Singapore E-Commerce Private Limited","59394","socks4","4497","1","2023-07-07T10:07:01.514Z","80","2187","2749"
"177.72.82.47","elite","AS262543","BR","Brmom Construindo Conexoes Ltda","217","Brmom Construindo Conexoes Ltda","4153","socks4","4909","1","2023-07-07T10:07:01.336Z","100","2728","2734"
"196.0.111.194","elite","AS21491","UG","Uganda Telecom Ltd","164","UTL","48009","socks4","5087","83","2023-07-07T10:07:01.332Z","96","2645","2754"
"20.247.104.85","elite","AS8075","HK","Microsoft Corporation","188","Microsoft Azure Cloud (eastasia)","49999","socks4","4999","1","2023-07-07T10:07:01.517Z","100","2713","2713"
"181.143.204.98","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","185","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","4138","1","2023-07-07T10:06:59.318Z","99","2746","2773"
"129.226.90.34","elite","AS132203","SG","Tencent Cloud Computing (Beijing) Co","310","Aceville Pte.ltd","443","socks5","4601","1","2023-07-07T10:06:59.314Z","76","2087","2760"
"91.225.170.25","elite","AS56401","UA","PC \"MIRTELEKOM\"","72","MirtelecomRoute","4153","socks4","4583","1","2023-07-07T10:06:59.138Z","91","2531","2767"
"202.70.80.153","elite","AS23752","NP","Nepal Telecommunications Corporation","157","Nepal Telecommunications Corporation","5678","socks4","4305","82","2023-07-07T10:06:59.034Z","97","2608","2699"
"125.46.179.58","elite","AS4837","CN","CNC Group CHINA169 Henan Province Network","197","N/A","44844","socks5","4708","1","2023-07-07T10:06:59.317Z","48","1315","2745"
"190.0.22.34","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","187","EPM Telecomunicaciones S.A. E.S.P","61155","socks4","4796","1","2023-07-07T10:06:59.038Z","99","2735","2772"
"202.159.35.161","elite","AS9340","ID","PT IndoInternet","177","N/A","443","socks4","4813","1","2023-07-07T10:06:59.039Z","100","2732","2741"
"110.76.129.30","elite","AS59362","BD","KS Network Limited","182","N/A","5678","socks4","4711","1","2023-07-07T10:06:59.318Z","99","2737","2778"
"87.197.136.58","elite","AS6855","SK","Slovak Telecom AS6855","86","Slovak Telekom, a.s.","4153","socks4","5103","1","2023-07-07T10:06:59.315Z","100","2762","2769"
"142.93.167.100","elite","AS14061","DE","DigitalOcean, LLC","32","DigitalOcean, LLC","61042","socks5","5095","1","2023-07-07T10:06:59.137Z","97","2626","2696"
"177.85.205.105","elite","AS52554","BR","S. A. da Silva Junior","187","S. A. da Silva Junior","3629","socks4","4994","1","2023-07-07T10:06:59.317Z","100","2751","2755"
"75.119.201.156","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks4","5108","1","2023-07-07T10:06:59.315Z","100","2749","2749"
"36.67.147.221","elite","AS7713","ID","PT. Telekomunikasi Indonesia","264","N/A","4153","socks4","4303","1","2023-07-07T10:06:59.316Z","96","2642","2765"
"138.68.132.158","elite","AS14061","GB","DigitalOcean, LLC","14","DigitalOcean, LLC","8118","socks5","3695","1","2023-07-07T10:06:58.946Z","100","2651","2651"
"170.254.255.230","elite","AS52584","BR","Connect Fibra","215","Connect Fibra","45816","socks4","5094","1","2023-07-07T10:06:58.947Z","98","2654","2699"
"197.234.13.66","elite","AS36902","SC","Intelvision","192","Intelvision Ltd","4145","socks4","4995","1","2023-07-07T10:06:56.350Z","100","2648","2661"
"103.83.36.1","elite","AS136171","US","Medha Hosting","108","Medhahosting in","5678","socks4","4795","1","2023-07-07T10:06:56.944Z","100","2764","2767"
"103.9.134.148","elite","AS9832","BD","Information Services Network Ltd","189","ISN Gazipur","5678","socks4","4396","1","2023-07-07T10:06:56.436Z","97","2675","2767"
"177.125.204.78","elite","AS262346","BR","FP Telecomunicacoes Ltda","205","FP Telecomunicacoes Ltda","4145","socks4","3614","1","2023-07-07T10:06:56.940Z","71","1941","2720"
"109.86.228.165","elite","AS13188","UA","Triolan","56","N/A","5678","socks4","4776","1","2023-07-07T10:06:56.435Z","97","2613","2701"
"37.99.224.225","elite","AS48500","IT","INC-LOW","84","N/A","7497","socks5","4997","1","2023-07-07T10:06:56.534Z","99","2722","2740"
"111.220.90.41","elite","AS9443","AU","Vocus PTY LTD","277","Vocus PTY LTD","40938","socks5","4705","1","2023-07-07T10:06:56.945Z","100","2718","2724"
"178.212.52.198","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","45","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","4994","1","2023-07-07T10:06:56.533Z","98","2711","2755"
"45.112.125.53","elite","AS58369","ID","FIBERNET","197","N/A","4145","socks4","4998","1","2023-07-07T10:06:56.434Z","99","2741","2768"
"114.101.85.92","elite","AS4134","CN","Chinanet","268","Chinanet AH","38801","socks5","4798","1","2023-07-07T10:06:56.942Z","75","2045","2720"
"122.3.255.114","elite","AS9299","PH","Philippine Long Distance Telephone Co.","298","Philippine Long Distance Telephone Company","4145","socks4","3700","1","2023-07-07T10:06:56.945Z","61","1695","2764"
"103.214.112.138","elite","AS136052","ID","PT Cloud Hosting Indonesia","294","PT Denbe Anugerah Solusindo","32323","socks5","4904","1","2023-07-07T10:06:56.350Z","66","1753","2648"
"189.201.191.19","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","183","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","4790","1","2023-07-07T10:06:56.942Z","99","2758","2774"
"103.24.21.1","elite","AS150576","IN","Zyetek Telecom Private Limited","165","Voip Communications PVT LTD","5678","socks4","4904","1","2023-07-07T10:06:56.349Z","77","2129","2769"
"66.97.37.164","elite","AS27823","AR","Dattatec.com","226","Dattatec Corp","80","socks4","3803","1","2023-07-07T10:06:56.941Z","100","2767","2775"
"124.158.186.34","elite","AS55685","ID","PT Jala Lintas Media","187","N/A","5678","socks4","2212","1","2023-07-07T10:06:53.920Z","92","2549","2775"
"159.65.116.119","elite","AS14061","DE","DigitalOcean, LLC","45","DigitalOcean, LLC","30199","socks5","4897","1","2023-07-07T10:06:53.917Z","90","2494","2777"
"178.250.70.218","elite","AS51580","IT","Timenet SPA","32","Time-net S.R.L","1088","socks4","4997","1","2023-07-07T10:06:53.739Z","97","2687","2773"
"198.11.179.15","elite","AS45102","US","Alibaba (US) Technology Co., Ltd.","195","Alibaba.com LLC","8080","socks4","3297","1","2023-07-07T10:06:53.647Z","100","2697","2698"
"81.219.155.193","elite","AS12741","PL","Netia SA","33","SIG","65000","socks4","3898","1","2023-07-07T10:06:53.734Z","100","2767","2768"
"117.241.133.31","elite","AS9829","IN","BSNL Internet","183","N/A","5678","socks4","5194","1","2023-07-07T10:06:53.919Z","96","2625","2727"
"181.198.32.211","elite","AS27947","EC","Telconet S.A","189","Clientes Quito","4153","socks4","4392","1","2023-07-07T10:06:53.738Z","100","2734","2736"
"105.213.132.15","elite","AS16637","ZA","MTN SA","195","MTN SA","5678","socks4","5077","1","2023-07-07T10:06:53.917Z","57","1569","2742"
"2.56.58.67","elite","AS399471","NL","Serverion LLC","13","Serverion BV","3389","socks4","4814","1","2023-07-07T10:06:53.838Z","75","2068","2749"
"113.161.128.192","elite","AS45899","VN","VietNam Post and Telecom Corporation","296","Vietnam Posts and Telecommunications Group","4153","socks4","4998","1","2023-07-07T10:06:53.740Z","91","2512","2768"
"104.25.108.120","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4802","1","2023-07-07T10:06:53.736Z","100","2762","2763"
"103.94.8.239","elite","AS45722","ID","INTERSATNET","196","N/A","5678","socks4","4886","1","2023-07-07T10:06:51.546Z","98","2717","2775"
"45.7.210.195","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","251","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","5003","1","2023-07-07T10:06:51.637Z","99","2737","2762"
"66.207.184.57","elite","AS7029","US","Windstream Communications LLC","99","Voce Telecom, LLC","5432","socks4","5194","1","2023-07-07T10:06:51.535Z","97","2632","2715"
"161.97.156.209","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","29118","socks5","2397","1","2023-07-07T10:06:51.651Z","100","2662","2662"
"31.41.217.84","elite","AS42655","UA","ON-LINE Ltd","85","Besthosting","9050","socks4","4987","1","2023-07-07T10:06:51.541Z","100","2698","2705"
"188.165.201.173","elite","AS16276","FR","OVH SAS","5","OVH ISP","51102","socks5","1996","2","2023-07-07T10:06:51.734Z","100","2748","2748"
"149.28.240.100","elite","AS20473","US","The Constant Company","114","Vultr Holdings, LLC","10403","socks4","4901","2","2023-07-07T10:06:51.604Z","72","2005","2767"
"89.165.117.30","elite","AS39501","IR","Parvaresh Dadeha Co. Private Joint Stock","196","Sabanet Isfahan","5678","socks4","5095","82","2023-07-07T10:06:51.545Z","97","2674","2750"
"91.185.236.239","elite","AS21487","RU","Sakhatelecom","153","N/A","4145","socks4","5088","1","2023-07-07T10:06:51.536Z","92","2520","2741"
"195.140.226.32","elite","AS56465","UA","Therecom Ltd","96","Highspeed Ipoe","5678","socks4","4999","1","2023-07-07T10:06:51.537Z","96","2617","2715"
"45.116.114.45","elite","AS58898","IN","Rainbow communications India Pvt Ltd","181","Rainbow Communications India Pvt Ltd","5678","socks4","985","1","2023-07-07T10:06:51.603Z","99","2629","2667"
"103.140.35.11","elite","AS58369","ID","PT.Simprug Mahkota Indah","171","N/A","4145","socks4","4802","82","2023-07-07T10:06:51.603Z","93","2587","2772"
"181.115.152.114","elite","AS6568","BO","Entel S.A. - EntelNet","188","Entel S.A. - EntelNet","4153","socks4","5092","1","2023-07-07T10:06:51.539Z","95","2636","2783"
"120.24.194.9","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","211","Aliyun Computing Co., LTD","19009","socks5","3894","1","2023-07-07T10:06:49.915Z","74","2020","2719"
"206.189.140.176","elite","AS14061","IN","DigitalOcean, LLC","138","DigitalOcean, LLC","21657","socks4","4993","2","2023-07-07T10:06:49.914Z","99","2691","2723"
"175.101.18.21","elite","AS17754","IN","ExcellMedia Pvt Ltd","136","Excell Media Pvt Ltd","5678","socks4","4615","1","2023-07-07T10:06:49.913Z","99","2753","2768"
"89.38.99.115","elite","AS49981","NL","WorldStream B.V.","15","Worldstream","30485","socks5","4900","1","2023-07-07T10:06:49.636Z","100","2722","2728"
"172.67.182.96","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4998","1","2023-07-07T10:06:49.451Z","100","2677","2677"
"146.59.243.35","elite","AS16276","FR","OVH SAS","7","OVH","27445","socks4","4703","1","2023-07-07T10:06:49.921Z","100","2675","2675"
"114.99.7.106","elite","AS4134","CN","Chinanet","191","Chinanet AH","8004","socks5","5103","1","2023-07-07T10:06:49.536Z","52","1425","2732"
"201.236.248.250","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","191","EPM Telecomunicaciones S.A. E.S.P.","5678","socks4","4694","1","2023-07-07T10:06:49.542Z","98","2627","2682"
"94.198.213.252","elite","AS49979","IT","La Wireless","47","N/A","5678","socks4","4999","1","2023-07-07T10:06:49.541Z","100","2754","2760"
"179.107.61.81","elite","AS262346","BR","FP Telecomunicacoes Ltda","212","FP Telecomunicacoes Ltda","4145","socks4","4094","1","2023-07-07T10:06:49.916Z","75","2061","2746"
"185.81.153.162","elite","AS202505","TR","Netbudur Telekomunikasyon Limited Sirketi","72","Netbudur Telekomunikasyon Limited Sirketi","3389","socks4","4908","1","2023-07-07T10:06:48.004Z","99","2682","2717"
"51.81.31.169","elite","AS16276","US","OVH SAS","83","OVH US LLC","4485","socks4","4893","1","2023-07-07T10:06:48.008Z","100","2774","2774"
"182.253.175.177","elite","AS17451","ID","Biznet Metronet","170","N/A","5678","socks4","4894","1","2023-07-07T10:06:48.002Z","92","2429","2649"
"222.74.65.84","elite","AS4134","CN","Chinanet","195","Chinanet NM","38051","socks5","4786","1","2023-07-07T10:06:48.005Z","74","2012","2712"
"177.184.67.1","elite","AS52898","BR","Multipla ServiÔos Inteligentes","205","Multipla Serviços Inteligentes","4145","socks4","4603","1","2023-07-07T10:06:48.009Z","99","2717","2734"
"167.71.238.48","elite","AS14061","IN","DigitalOcean, LLC","128","DigitalOcean, LLC","35448","socks4","2802","1","2023-07-07T10:06:48.007Z","82","2222","2703"
"43.153.81.168","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","184","Tencent Cloud Computing","443","socks4","140","1","2023-07-07T10:06:48.004Z","87","2372","2723"
"103.87.201.135","elite","AS58369","ID","PT. Fiber Networks Indonesia","162","PT. GARANSINDO INTER GLOBAL","4145","socks4","5094","1","2023-07-07T10:06:46.846Z","97","2669","2764"
"100.1.140.55","elite","AS701","US","Verizon Communications","84","MCI Communications Services, Inc. d/b/a Verizon Business","8080","socks4","5193","1","2023-07-07T10:06:46.848Z","100","2725","2726"
"8.219.11.125","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","384","Alibaba.com Singapore E-Commerce Private Limited","443","socks5","4609","1","2023-07-07T10:06:46.935Z","71","1945","2730"
"45.7.177.206","elite","AS266626","BR","Litoral Telecom","188","Litoral Telecom","39867","socks4","2759","1","2023-07-07T10:06:46.850Z","99","2716","2740"
"170.78.92.30","elite","AS265500","BR","Almeirim Telecom Ltda - ME","299","Rede Ultra MF Telecom","5678","socks4","4808","1","2023-07-07T10:06:46.936Z","97","2691","2771"
"47.49.228.234","elite","AS20115","US","Charter Communications","197","Spectrum","80","socks5","4191","1","2023-07-07T10:06:46.937Z","100","2679","2689"
"125.141.139.60","elite","AS4766","KR","Korea Telecom","234","KORNET","5566","socks4","4608","1","2023-07-07T10:06:45.726Z","80","2210","2770"
"222.129.32.173","elite","AS4808","CN","China Unicom Beijing Province Network","275","N/A","57114","socks4","4406","2","2023-07-07T10:06:45.730Z","64","1722","2678"
"50.96.204.51","elite","AS7029","US","Windstream Communications LLC","116","Windstream Communications LLC","18351","socks4","5013","1","2023-07-07T10:06:45.732Z","100","2742","2751"
"143.255.177.161","elite","AS264641","CL","LanProject SPA","203","LanProject SPA","4153","socks4","4997","1","2023-07-07T10:06:45.727Z","100","2756","2760"
"45.7.177.185","elite","AS266626","BR","Litoral Telecom","189","Litoral Telecom","39867","socks4","4594","1","2023-07-07T10:06:45.731Z","98","2684","2750"
"190.14.229.242","elite","AS27951","CO","Media Commerce Partners S.A","166","Diversiones Del Oriente","5678","socks4","4902","1","2023-07-07T10:06:45.731Z","99","2755","2774"
"185.61.94.65","elite","AS48166","RU","Fortex CJSC","53","N/A","43110","socks4","4992","2","2023-07-07T10:06:45.732Z","100","2756","2760"
"68.183.221.156","elite","AS14061","DE","DigitalOcean, LLC","64","DigitalOcean, LLC","34297","socks4","2102","1","2023-07-07T10:06:45.728Z","100","2720","2721"
"186.183.158.186","elite","AS22368","CO","Telebucaramanga S.a. E.S.P.","165","Telebucaramanga S.a. E.S.P","5678","socks4","5095","1","2023-07-07T10:06:44.341Z","99","2672","2697"
"45.227.92.213","elite","AS266653","AR","Andros-net Comunicaciones S.R.L.","231","Andros-net Comunicaciones S.R.L","8080","socks4","4401","1","2023-07-07T10:06:44.342Z","94","2596","2771"
"75.119.204.185","elite","AS26347","US","New Dream Network, LLC","161","New Dream Network, LLC","42863","socks5","4895","1","2023-07-07T10:06:43.003Z","100","2744","2747"
"104.24.15.158","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5009","2","2023-07-07T10:06:43.004Z","100","2731","2734"
"103.120.202.53","elite","AS63526","BD","Carnival Internet","186","N/A","5678","socks4","4990","1","2023-07-07T10:06:43.002Z","94","2557","2720"
"122.249.236.152","elite","AS4685","JP","ASAHI Net, Inc.","283","ASAHI","8080","socks4","5084","1","2023-07-07T10:06:43.006Z","97","2631","2721"
"197.234.13.42","elite","AS36902","SC","Intelvision","181","Intelvision Ltd","4145","socks4","4794","1","2023-07-07T10:06:43.000Z","100","2694","2705"
"122.112.209.105","elite","AS55990","CN","Huawei Cloud Service data center","191","Huawei Cloud Service","2080","socks4","4906","1","2023-07-07T10:06:43.005Z","78","2162","2773"
"165.225.240.95","elite","AS62044","NL","Zscaler Switzerland GmbH","11","Zscaler, Inc","10605","socks5","3894","1","2023-07-07T10:06:43.001Z","98","2695","2754"
"110.78.186.153","elite","AS131090","TH","CAT-BB","198","N/A","4145","socks4","4304","1","2023-07-07T10:06:42.436Z","74","2009","2700"
"104.19.120.84","elite","AS13335","US","Cloudflare, Inc.","86","Cloudflare, Inc.","80","socks5","4996","1","2023-07-07T10:06:42.434Z","100","2754","2755"
"45.8.107.142","elite","AS209242","DE","Cloudflare London","94","Araxio Development N.V","80","socks4","4315","1","2023-07-07T10:06:42.349Z","100","2712","2712"
"45.8.107.47","elite","AS209242","DE","Cloudflare London","11","Araxio Development N.V","80","socks4","4899","1","2023-07-07T10:06:42.946Z","100","2651","2651"
"137.110.161.153","elite","AS7377","US","University of California, San Diego","141","University of California, San Diego","80","socks4","4696","1","2023-07-07T10:06:42.999Z","100","2753","2755"
"200.212.2.71","elite","AS4230","BR","Claro S.A.","291","Claro S.A","61283","socks4","4411","1","2023-07-07T10:06:42.444Z","100","2733","2744"
"185.171.54.34","elite","AS44285","IR","Shahrad","97","N/A","4153","socks4","3596","1","2023-07-07T10:06:43.000Z","94","2595","2772"
"103.229.85.209","elite","AS133443","BD","Ashfakur Rahman Chowdhury","188","N/A","4145","socks4","5292","85","2023-07-07T10:06:42.443Z","99","2736","2773"
"112.109.20.198","elite","AS24521","ID","DATAUTAMANET","296","N/A","4153","socks4","4796","1","2023-07-07T10:06:42.438Z","98","2652","2693"
"103.47.95.81","elite","AS134058","IN","Broban Internet Services PVT Ltd.","137","Broban  PVT Ltd.","1080","socks4","4705","1","2023-07-07T10:06:42.351Z","99","2725","2746"
"46.227.37.17","elite","AS51155","PL","Telemedian - TB Telecom","40","Telemedian","1088","socks4","4812","1","2023-07-07T10:06:42.945Z","100","2749","2762"
"193.203.61.35","elite","AS41268","RU","LANTA Ltd","68","Lanta Networks","8443","socks5","4889","1","2023-07-07T10:06:40.606Z","100","2765","2765"
"89.191.237.89","elite","AS12389","RU","PJSC Rostelecom","97","PJSC Rostelecom","5678","socks4","4701","1","2023-07-07T10:06:40.134Z","100","2674","2685"
"159.65.253.201","elite","AS14061","US","DigitalOcean, LLC","79","Digital Ocean","51080","socks5","4994","1","2023-07-07T10:06:40.607Z","100","2661","2673"
"95.79.99.159","elite","AS42682","RU","JSC \"ER-Telecom Holding\"","51","JSC \"ER-Telecom Holding\" Nizhny Novgorod","44068","socks4","3793","1","2023-07-07T10:06:40.042Z","99","2643","2660"
"202.159.35.145","elite","AS9340","ID","PT IndoInternet","184","N/A","443","socks4","2402","1","2023-07-07T10:06:39.937Z","100","2735","2740"
"78.38.108.199","elite","AS58224","IR","Iran Telecommunication Company PJS","117","Abol Medical University","1080","socks5","3501","1","2023-07-07T10:06:39.936Z","74","2028","2747"
"27.123.1.33","elite","AS45706","ID","PT Tele Globe Global","196","N/A","4153","socks4","4904","1","2023-07-07T10:06:39.935Z","100","2763","2772"
